latitude,longitude,timestamp,geometry
11.347,34.525,1685647460.0,POINT (34.525 11.347)
11.0964,34.7126,1685647465.0,POINT (34.7126 11.0964)
10.8206,34.9187,1685647470.0,POINT (34.9187 10.8206)
10.5697,35.1056,1685647475.0,POINT (35.1056 10.5697)
10.2936,35.3108,1685647481.0,POINT (35.3108 10.2936)
10.0424,35.497,1685647486.0,POINT (35.497 10.0424)
9.766,35.7014,1685647491.0,POINT (35.7014 9.766)
9.5146,35.887,1685647496.0,POINT (35.887 9.5146)
9.2379,36.0907,1685647502.0,POINT (36.0907 9.2379)
8.9862,36.2756,1685647507.0,POINT (36.2756 8.9862)
8.7093,36.4787,1685647512.0,POINT (36.4787 8.7093)
8.4574,36.6629,1685647517.0,POINT (36.6629 8.4574)
8.1802,36.8654,1685647523.0,POINT (36.8654 8.1802)
7.9281,37.0491,1685647528.0,POINT (37.0491 7.9281)
7.6507,37.251,1685647533.0,POINT (37.251 7.6507)
7.3984,37.4341,1685647538.0,POINT (37.4341 7.3984)
7.1208,37.6354,1685647544.0,POINT (37.6354 7.1208)
6.8683,37.8182,1685647549.0,POINT (37.8182 6.8683)
6.5905,38.0189,1685647554.0,POINT (38.0189 6.5905)
6.3379,38.2011,1685647559.0,POINT (38.2011 6.3379)
6.0599,38.4014,1685647565.0,POINT (38.4014 6.0599)
5.807,38.5833,1685647570.0,POINT (38.5833 5.807)
5.5289,38.7831,1685647575.0,POINT (38.7831 5.5289)
5.276,38.9646,1685647580.0,POINT (38.9646 5.276)
4.9976,39.1641,1685647586.0,POINT (39.1641 4.9976)
4.7445,39.3452,1685647591.0,POINT (39.3452 4.7445)
4.4661,39.5443,1685647596.0,POINT (39.5443 4.4661)
4.2129,39.7251,1685647601.0,POINT (39.7251 4.2129)
3.9344,39.9239,1685647607.0,POINT (39.9239 3.9344)
3.6811,40.1044,1685647612.0,POINT (40.1044 3.6811)
3.4024,40.3029,1685647617.0,POINT (40.3029 3.4024)
3.149,40.4832,1685647622.0,POINT (40.4832 3.149)
2.8703,40.6815,1685647628.0,POINT (40.6815 2.8703)
2.6168,40.8616,1685647633.0,POINT (40.8616 2.6168)
2.338,41.0597,1685647638.0,POINT (41.0597 2.338)
2.0845,41.2396,1685647643.0,POINT (41.2396 2.0845)
1.8056,41.4375,1685647649.0,POINT (41.4375 1.8056)
1.552,41.6173,1685647654.0,POINT (41.6173 1.552)
1.2731,41.8151,1685647659.0,POINT (41.8151 1.2731)
1.0195,41.9948,1685647664.0,POINT (41.9948 1.0195)
0.7406,42.1925,1685647670.0,POINT (42.1925 0.7406)
0.487,42.3721,1685647675.0,POINT (42.3721 0.487)
0.208,42.5698,1685647680.0,POINT (42.5698 0.208)
-0.0456,42.7494,1685647686.0,POINT (42.7494 -0.0456)
-0.3245,42.947,1685647691.0,POINT (42.947 -0.3245)
-0.5781,43.1266,1685647696.0,POINT (43.1266 -0.5781)
-0.8571,43.3243,1685647702.0,POINT (43.3243 -0.8571)
-1.1106,43.5039,1685647707.0,POINT (43.5039 -1.1106)
-1.3894,43.7016,1685647712.0,POINT (43.7016 -1.3894)
-1.643,43.8814,1685647717.0,POINT (43.8814 -1.643)
-1.9218,44.0791,1685647723.0,POINT (44.0791 -1.9218)
-2.1753,44.259,1685647728.0,POINT (44.259 -2.1753)
-2.4541,44.457,1685647733.0,POINT (44.457 -2.4541)
-2.7075,44.637,1685647738.0,POINT (44.637 -2.7075)
-2.9861,44.8351,1685647744.0,POINT (44.8351 -2.9861)
-3.2395,45.0153,1685647749.0,POINT (45.0153 -3.2395)
-3.5181,45.2136,1685647754.0,POINT (45.2136 -3.5181)
-3.7713,45.3941,1685647759.0,POINT (45.3941 -3.7713)
-4.0498,45.5926,1685647765.0,POINT (45.5926 -4.0498)
-4.3029,45.7733,1685647770.0,POINT (45.7733 -4.3029)
-4.5813,45.9722,1685647775.0,POINT (45.9722 -4.5813)
-4.8343,46.1531,1685647780.0,POINT (46.1531 -4.8343)
-5.1125,46.3523,1685647786.0,POINT (46.3523 -5.1125)
-5.3653,46.5336,1685647791.0,POINT (46.5336 -5.3653)
-5.6434,46.7332,1685647796.0,POINT (46.7332 -5.6434)
-5.8962,46.9149,1685647801.0,POINT (46.9149 -5.8962)
-6.1741,47.1149,1685647807.0,POINT (47.1149 -6.1741)
-6.4267,47.2969,1685647812.0,POINT (47.2969 -6.4267)
-6.7044,47.4974,1685647817.0,POINT (47.4974 -6.7044)
-6.9567,47.6798,1685647822.0,POINT (47.6798 -6.9567)
-7.2342,47.8808,1685647828.0,POINT (47.8808 -7.2342)
-7.5116,48.082,1685647833.0,POINT (48.082 -7.5116)
-7.7637,48.2651,1685647838.0,POINT (48.2651 -7.7637)
-8.0408,48.4669,1685647844.0,POINT (48.4669 -8.0408)
-8.2926,48.6506,1685647849.0,POINT (48.6506 -8.2926)
-8.5696,48.8529,1685647854.0,POINT (48.8529 -8.5696)
-8.8212,49.0372,1685647859.0,POINT (49.0372 -8.8212)
-9.0978,49.2402,1685647865.0,POINT (49.2402 -9.0978)
-9.3491,49.425,1685647870.0,POINT (49.425 -9.3491)
-9.6255,49.6286,1685647875.0,POINT (49.6286 -9.6255)
-9.8766,49.8141,1685647880.0,POINT (49.8141 -9.8766)
-10.1527,50.0185,1685647886.0,POINT (50.0185 -10.1527)
-10.4035,50.2046,1685647891.0,POINT (50.2046 -10.4035)
-10.6792,50.4097,1685647896.0,POINT (50.4097 -10.6792)
-10.9297,50.5965,1685647901.0,POINT (50.5965 -10.9297)
-11.2052,50.8024,1685647907.0,POINT (50.8024 -11.2052)
-11.4554,50.99,1685647912.0,POINT (50.99 -11.4554)
-11.7305,51.1967,1685647917.0,POINT (51.1967 -11.7305)
-11.9804,51.3851,1685647922.0,POINT (51.3851 -11.9804)
-12.2551,51.5927,1685647928.0,POINT (51.5927 -12.2551)
-12.5047,51.7819,1685647933.0,POINT (51.7819 -12.5047)
-12.779,51.9905,1685647938.0,POINT (51.9905 -12.779)
-13.0282,52.1805,1685647943.0,POINT (52.1805 -13.0282)
-13.3021,52.39,1685647949.0,POINT (52.39 -13.3021)
-13.551,52.581,1685647954.0,POINT (52.581 -13.551)
-13.8245,52.7915,1685647959.0,POINT (52.7915 -13.8245)
-14.073,52.9834,1685647964.0,POINT (52.9834 -14.073)
-14.3461,53.195,1685647970.0,POINT (53.195 -14.3461)
-14.6189,53.4071,1685647975.0,POINT (53.4071 -14.6189)
-14.8667,53.6005,1685647980.0,POINT (53.6005 -14.8667)
-15.1391,53.8138,1685647986.0,POINT (53.8138 -15.1391)
-15.3865,54.0082,1685647991.0,POINT (54.0082 -15.3865)
-15.6585,54.2227,1685647996.0,POINT (54.2227 -15.6585)
-15.9054,54.4182,1685648001.0,POINT (54.4182 -15.9054)
-16.1768,54.6338,1685648007.0,POINT (54.6338 -16.1768)
-16.4233,54.8305,1685648012.0,POINT (54.8305 -16.4233)
-16.6942,55.0474,1685648018.0,POINT (55.0474 -16.6942)
-16.9648,55.265,1685648023.0,POINT (55.265 -16.9648)
-17.2106,55.4635,1685648028.0,POINT (55.4635 -17.2106)
-17.4806,55.6824,1685648034.0,POINT (55.6824 -17.4806)
-17.7259,55.8821,1685648039.0,POINT (55.8821 -17.7259)
-17.9954,56.1024,1685648044.0,POINT (56.1024 -17.9954)
-18.2401,56.3033,1685648049.0,POINT (56.3033 -18.2401)
-18.509,56.5251,1685648055.0,POINT (56.5251 -18.509)
-18.7531,56.7274,1685648060.0,POINT (56.7274 -18.7531)
-19.0214,56.9506,1685648065.0,POINT (56.9506 -19.0214)
-19.265,57.1542,1685648070.0,POINT (57.1542 -19.265)
-19.5327,57.379,1685648076.0,POINT (57.379 -19.5327)
-19.7757,57.584,1685648081.0,POINT (57.584 -19.7757)
-20.0426,57.8103,1685648086.0,POINT (57.8103 -20.0426)
-20.3092,58.0375,1685648092.0,POINT (58.0375 -20.3092)
-20.5513,58.2448,1685648097.0,POINT (58.2448 -20.5513)
-20.8172,58.4736,1685648102.0,POINT (58.4736 -20.8172)
-21.0586,58.6824,1685648107.0,POINT (58.6824 -21.0586)
-21.3238,58.9129,1685648113.0,POINT (58.9129 -21.3238)
-21.5646,59.1233,1685648118.0,POINT (59.1233 -21.5646)
-21.8291,59.3557,1685648123.0,POINT (59.3557 -21.8291)
-22.0692,59.5677,1685648128.0,POINT (59.5677 -22.0692)
-22.3329,59.8018,1685648134.0,POINT (59.8018 -22.3329)
-22.5723,60.0155,1685648139.0,POINT (60.0155 -22.5723)
-22.8352,60.2515,1685648144.0,POINT (60.2515 -22.8352)
-23.0738,60.4668,1685648149.0,POINT (60.4668 -23.0738)
-23.3358,60.7048,1685648155.0,POINT (60.7048 -23.3358)
-23.5737,60.9219,1685648160.0,POINT (60.9219 -23.5737)
-23.8349,61.1618,1685648165.0,POINT (61.1618 -23.8349)
-24.072,61.3807,1685648170.0,POINT (61.3807 -24.072)
-24.3323,61.6226,1685648176.0,POINT (61.6226 -24.3323)
-24.5686,61.8435,1685648181.0,POINT (61.8435 -24.5686)
-24.8281,62.0875,1685648186.0,POINT (62.0875 -24.8281)
-25.0635,62.3102,1685648191.0,POINT (62.3102 -25.0635)
-25.3221,62.5564,1685648197.0,POINT (62.5564 -25.3221)
-25.5567,62.7812,1685648202.0,POINT (62.7812 -25.5567)
-25.8143,63.0295,1685648207.0,POINT (63.0295 -25.8143)
-26.0714,63.2791,1685648213.0,POINT (63.2791 -26.0714)
-26.3046,63.507,1685648218.0,POINT (63.507 -26.3046)
-26.5607,63.7588,1685648223.0,POINT (63.7588 -26.5607)
-26.7931,63.9888,1685648228.0,POINT (63.9888 -26.7931)
-27.0481,64.243,1685648234.0,POINT (64.243 -27.0481)
-27.2796,64.4752,1685648239.0,POINT (64.4752 -27.2796)
-27.5336,64.7318,1685648244.0,POINT (64.7318 -27.5336)
-27.764,64.9662,1685648249.0,POINT (64.9662 -27.764)
-28.0169,65.2253,1685648255.0,POINT (65.2253 -28.0169)
-28.2692,65.4857,1685648260.0,POINT (65.4857 -28.2692)
-28.4981,65.7236,1685648265.0,POINT (65.7236 -28.4981)
-28.7493,65.9866,1685648271.0,POINT (65.9866 -28.7493)
-28.9772,66.2269,1685648276.0,POINT (66.2269 -28.9772)
-29.2272,66.4926,1685648281.0,POINT (66.4926 -29.2272)
-29.4539,66.7353,1685648286.0,POINT (66.7353 -29.4539)
-29.7028,67.0036,1685648292.0,POINT (67.0036 -29.7028)
-29.9284,67.2489,1685648297.0,POINT (67.2489 -29.9284)
-30.176,67.52,1685648302.0,POINT (67.52 -30.176)
-30.4005,67.7678,1685648307.0,POINT (67.7678 -30.4005)
-30.6468,68.0417,1685648313.0,POINT (68.0417 -30.6468)
-30.8701,68.2921,1685648318.0,POINT (68.2921 -30.8701)
-31.1151,68.5689,1685648323.0,POINT (68.5689 -31.1151)
-31.3372,68.822,1685648328.0,POINT (68.822 -31.3372)
-31.5809,69.1018,1685648334.0,POINT (69.1018 -31.5809)
-31.8018,69.3576,1685648339.0,POINT (69.3576 -31.8018)
-32.0441,69.6405,1685648344.0,POINT (69.6405 -32.0441)
-32.2637,69.8991,1685648350.0,POINT (69.8991 -32.2637)
-32.5045,70.1851,1685648355.0,POINT (70.1851 -32.5045)
-32.7228,70.4465,1685648360.0,POINT (70.4465 -32.7228)
-32.9621,70.7357,1685648366.0,POINT (70.7357 -32.9621)
-33.1791,71.0,1685648371.0,POINT (71 -33.1791)
-33.4169,71.2924,1685648376.0,POINT (71.2924 -33.4169)
-33.6539,71.5865,1685648382.0,POINT (71.5865 -33.6539)
-33.8902,71.8824,1685648387.0,POINT (71.8824 -33.8902)
-34.1043,72.153,1685648392.0,POINT (72.153 -34.1043)
-34.3389,72.4523,1685648398.0,POINT (72.4523 -34.3389)
-34.5515,72.7259,1685648403.0,POINT (72.7259 -34.5515)
-34.7845,73.0287,1685648408.0,POINT (73.0287 -34.7845)
-34.9956,73.3055,1685648413.0,POINT (73.3055 -34.9956)
-35.2269,73.6118,1685648419.0,POINT (73.6118 -35.2269)
-35.4364,73.8919,1685648424.0,POINT (73.8919 -35.4364)
-35.6661,74.2018,1685648429.0,POINT (74.2018 -35.6661)
-35.874,74.4852,1685648434.0,POINT (74.4852 -35.874)
-36.1018,74.7987,1685648440.0,POINT (74.7987 -36.1018)
-36.308,75.0854,1685648445.0,POINT (75.0854 -36.308)
-36.534,75.4027,1685648450.0,POINT (75.4027 -36.534)
-36.7387,75.693,1685648455.0,POINT (75.693 -36.7387)
-36.9628,76.0141,1685648461.0,POINT (76.0141 -36.9628)
-37.1657,76.3078,1685648466.0,POINT (76.3078 -37.1657)
-37.3879,76.6328,1685648471.0,POINT (76.6328 -37.3879)
-37.589,76.9301,1685648476.0,POINT (76.9301 -37.589)
-37.8092,77.259,1685648482.0,POINT (77.259 -37.8092)
-38.0085,77.5599,1685648487.0,POINT (77.5599 -38.0085)
-38.2267,77.8929,1685648492.0,POINT (77.8929 -38.2267)
-38.4241,78.1975,1685648497.0,POINT (78.1975 -38.4241)
-38.6402,78.5346,1685648503.0,POINT (78.5346 -38.6402)
-38.8357,78.843,1685648508.0,POINT (78.843 -38.8357)
-39.0497,79.1842,1685648513.0,POINT (79.1842 -39.0497)
-39.2432,79.4964,1685648518.0,POINT (79.4964 -39.2432)
-39.455,79.8419,1685648524.0,POINT (79.8419 -39.455)
-39.6465,80.1579,1685648529.0,POINT (80.1579 -39.6465)
-39.856,80.5077,1685648534.0,POINT (80.5077 -39.856)
-40.0643,80.8598,1685648540.0,POINT (80.8598 -40.0643)
-40.2526,81.1818,1685648545.0,POINT (81.1818 -40.2526)
-40.4586,81.5382,1685648550.0,POINT (81.5382 -40.4586)
-40.6447,81.8643,1685648555.0,POINT (81.8643 -40.6447)
-40.8483,82.2251,1685648561.0,POINT (82.2251 -40.8483)
-41.0322,82.5553,1685648566.0,POINT (82.5553 -41.0322)
-41.2333,82.9207,1685648571.0,POINT (82.9207 -41.2333)
-41.4149,83.2549,1685648576.0,POINT (83.2549 -41.4149)
-41.6135,83.6249,1685648582.0,POINT (83.6249 -41.6135)
-41.7928,83.9633,1685648587.0,POINT (83.9633 -41.7928)
-41.9888,84.3379,1685648592.0,POINT (84.3379 -41.9888)
-42.1657,84.6805,1685648597.0,POINT (84.6805 -42.1657)
-42.3591,85.0599,1685648603.0,POINT (85.0599 -42.3591)
-42.5336,85.4068,1685648608.0,POINT (85.4068 -42.5336)
-42.7242,85.7909,1685648613.0,POINT (85.7909 -42.7242)
-42.9133,86.1773,1685648619.0,POINT (86.1773 -42.9133)
-43.0839,86.5309,1685648624.0,POINT (86.5309 -43.0839)
-43.2702,86.9222,1685648629.0,POINT (86.9222 -43.2702)
-43.455,87.3161,1685648635.0,POINT (87.3161 -43.455)
-43.6217,87.6764,1685648640.0,POINT (87.6764 -43.6217)
-43.8036,88.0752,1685648645.0,POINT (88.0752 -43.8036)
-43.9676,88.4399,1685648650.0,POINT (88.4399 -43.9676)
-44.1465,88.8436,1685648656.0,POINT (88.8436 -44.1465)
-44.3077,89.2129,1685648661.0,POINT (89.2129 -44.3077)
-44.4835,89.6215,1685648666.0,POINT (89.6215 -44.4835)
-44.6419,89.9952,1685648671.0,POINT (89.9952 -44.6419)
-44.8146,90.4086,1685648677.0,POINT (90.4086 -44.8146)
-44.9855,90.8248,1685648683.0,POINT (90.8248 -44.9855)
-45.1395,91.2053,1685648688.0,POINT (91.2053 -45.1395)
-45.3072,91.6264,1685648693.0,POINT (91.6264 -45.3072)
-45.4582,92.0116,1685648698.0,POINT (92.0116 -45.4582)
-45.6225,92.4377,1685648704.0,POINT (92.4377 -45.6225)
-45.7705,92.8274,1685648709.0,POINT (92.8274 -45.7705)
-45.9314,93.2587,1685648714.0,POINT (93.2587 -45.9314)
-46.0762,93.6529,1685648719.0,POINT (93.6529 -46.0762)
-46.2337,94.0891,1685648725.0,POINT (94.0891 -46.2337)
-46.3753,94.488,1685648730.0,POINT (94.488 -46.3753)
-46.5293,94.9292,1685648735.0,POINT (94.9292 -46.5293)
-46.6676,95.3325,1685648740.0,POINT (95.3325 -46.6676)
-46.8179,95.7787,1685648746.0,POINT (95.7787 -46.8179)
-46.9529,96.1867,1685648751.0,POINT (96.1867 -46.9529)
-47.0996,96.638,1685648756.0,POINT (96.638 -47.0996)
-47.2311,97.0504,1685648761.0,POINT (97.0504 -47.2311)
-47.374,97.5066,1685648767.0,POINT (97.5066 -47.374)
-47.5021,97.9235,1685648772.0,POINT (97.9235 -47.5021)
-47.641,98.3846,1685648777.0,POINT (98.3846 -47.641)
-47.7656,98.806,1685648782.0,POINT (98.806 -47.7656)
-47.9007,99.2719,1685648788.0,POINT (99.2719 -47.9007)
-48.0216,99.6978,1685648793.0,POINT (99.6978 -48.0216)
-48.1527,100.1685,1685648798.0,POINT (100.1685 -48.1527)
-48.27,100.5987,1685648803.0,POINT (100.5987 -48.27)
-48.3969,101.0743,1685648809.0,POINT (101.0743 -48.3969)
-48.5105,101.5088,1685648814.0,POINT (101.5088 -48.5105)
-48.6332,101.9891,1685648819.0,POINT (101.9891 -48.6332)
-48.743,102.4278,1685648824.0,POINT (102.4278 -48.743)
-48.8615,102.9127,1685648830.0,POINT (102.9127 -48.8615)
-48.9779,103.4001,1685648835.0,POINT (103.4001 -48.9779)
-49.0817,103.8452,1685648840.0,POINT (103.8452 -49.0817)
-49.1937,104.3369,1685648846.0,POINT (104.3369 -49.1937)
-49.2935,104.786,1685648851.0,POINT (104.786 -49.2935)
-49.4011,105.2822,1685648856.0,POINT (105.2822 -49.4011)
-49.4968,105.7353,1685648861.0,POINT (105.7353 -49.4968)
-49.5907,106.1901,1685648866.0,POINT (106.1901 -49.5907)
-49.6916,106.6926,1685648872.0,POINT (106.6926 -49.6916)
-49.7813,107.1513,1685648877.0,POINT (107.1513 -49.7813)
-49.8776,107.6577,1685648882.0,POINT (107.6577 -49.8776)
-49.9716,108.1664,1685648888.0,POINT (108.1664 -49.9716)
-50.0549,108.6307,1685648893.0,POINT (108.6307 -50.0549)
-50.1442,109.1432,1685648898.0,POINT (109.1432 -50.1442)
-50.2231,109.6108,1685648903.0,POINT (109.6108 -50.2231)
-50.3077,110.1271,1685648909.0,POINT (110.1271 -50.3077)
-50.3823,110.598,1685648914.0,POINT (110.598 -50.3823)
-50.4621,111.1178,1685648919.0,POINT (111.1178 -50.4621)
-50.5323,111.592,1685648924.0,POINT (111.592 -50.5323)
-50.6072,112.1153,1685648930.0,POINT (112.1153 -50.6072)
-50.6795,112.6403,1685648935.0,POINT (112.6403 -50.6795)
-50.743,113.119,1685648940.0,POINT (113.119 -50.743)
-50.8104,113.6471,1685648946.0,POINT (113.6471 -50.8104)
-50.8694,114.1285,1685648951.0,POINT (114.1285 -50.8694)
-50.9317,114.6596,1685648956.0,POINT (114.6596 -50.9317)
-50.9862,115.1436,1685648961.0,POINT (115.1436 -50.9862)
-51.0435,115.6774,1685648967.0,POINT (115.6774 -51.0435)
-51.0934,116.1638,1685648972.0,POINT (116.1638 -51.0934)
-51.1456,116.7001,1685648977.0,POINT (116.7001 -51.1456)
-51.1908,117.1887,1685648982.0,POINT (117.1887 -51.1908)
-51.238,117.7273,1685648988.0,POINT (117.7273 -51.238)
-51.2785,118.2179,1685648993.0,POINT (118.2179 -51.2785)
-51.3205,118.7586,1685648998.0,POINT (118.7586 -51.3205)
-51.3563,119.251,1685649003.0,POINT (119.251 -51.3563)
-51.3931,119.7936,1685649009.0,POINT (119.7936 -51.3931)
-51.4242,120.2877,1685649014.0,POINT (120.2877 -51.4242)
-51.4558,120.8318,1685649020.0,POINT (120.8318 -51.4558)
-51.4821,121.3271,1685649025.0,POINT (121.3271 -51.4821)
-51.5085,121.8727,1685649030.0,POINT (121.8727 -51.5085)
-51.53,122.3692,1685649035.0,POINT (122.3692 -51.53)
-51.5511,122.9158,1685649041.0,POINT (122.9158 -51.5511)
-51.5679,123.4133,1685649046.0,POINT (123.4133 -51.5679)
-51.5837,123.9609,1685649051.0,POINT (123.9609 -51.5837)
-51.5957,124.4589,1685649056.0,POINT (124.4589 -51.5957)
-51.6062,125.0071,1685649062.0,POINT (125.0071 -51.6062)
-51.6133,125.5058,1685649067.0,POINT (125.5058 -51.6133)
-51.6185,126.0544,1685649072.0,POINT (126.0544 -51.6185)
-51.6209,126.5533,1685649077.0,POINT (126.5533 -51.6209)
-51.6208,127.1019,1685649083.0,POINT (127.1019 -51.6208)
-51.6183,127.6008,1685649088.0,POINT (127.6008 -51.6183)
-51.6128,128.1495,1685649093.0,POINT (128.1495 -51.6128)
-51.6055,128.6481,1685649098.0,POINT (128.6481 -51.6055)
-51.5948,129.1963,1685649104.0,POINT (129.1963 -51.5948)
-51.5813,129.7442,1685649109.0,POINT (129.7442 -51.5813)
-51.5667,130.2421,1685649114.0,POINT (130.2421 -51.5667)
-51.5497,130.7395,1685649119.0,POINT (130.7395 -51.5497)
-51.5284,131.2862,1685649125.0,POINT (131.2862 -51.5284)
-51.5044,131.8324,1685649130.0,POINT (131.8324 -51.5044)
-51.4802,132.3283,1685649135.0,POINT (132.3283 -51.4802)
-51.4509,132.8731,1685649141.0,POINT (132.8731 -51.4509)
-51.4218,133.3679,1685649146.0,POINT (133.3679 -51.4218)
-51.3873,133.9113,1685649151.0,POINT (133.9113 -51.3873)
-51.3536,134.4045,1685649156.0,POINT (134.4045 -51.3536)
-51.3138,134.9461,1685649162.0,POINT (134.9461 -51.3138)
-51.2754,135.4376,1685649167.0,POINT (135.4376 -51.2754)
-51.2305,135.9772,1685649172.0,POINT (135.9772 -51.2305)
-51.1873,136.4668,1685649177.0,POINT (136.4668 -51.1873)
-51.1373,137.0043,1685649183.0,POINT (137.0043 -51.1373)
-51.0895,137.4918,1685649188.0,POINT (137.4918 -51.0895)
-51.0343,138.0268,1685649193.0,POINT (138.0268 -51.0343)
-50.9819,138.512,1685649198.0,POINT (138.512 -50.9819)
-50.9217,139.0444,1685649204.0,POINT (139.0444 -50.9217)
-50.8647,139.5272,1685649209.0,POINT (139.5272 -50.8647)
-50.7995,140.0567,1685649214.0,POINT (140.0567 -50.7995)
-50.7379,140.5368,1685649219.0,POINT (140.5368 -50.7379)
-50.6677,141.0634,1685649225.0,POINT (141.0634 -50.6677)
-50.6017,141.5406,1685649230.0,POINT (141.5406 -50.6017)
-50.5266,142.0638,1685649235.0,POINT (142.0638 -50.5266)
-50.4562,142.538,1685649240.0,POINT (142.538 -50.4562)
-50.3762,143.0579,1685649246.0,POINT (143.0579 -50.3762)
-50.3014,143.5288,1685649251.0,POINT (143.5288 -50.3014)
-50.2166,144.0451,1685649256.0,POINT (144.0451 -50.2166)
-50.1374,144.5128,1685649261.0,POINT (144.5128 -50.1374)
-50.0479,145.0255,1685649267.0,POINT (145.0255 -50.0479)
-49.9644,145.4897,1685649272.0,POINT (145.4897 -49.9644)
-49.8703,145.9983,1685649277.0,POINT (145.9983 -49.8703)
-49.7826,146.4589,1685649282.0,POINT (146.4589 -49.7826)
-49.6838,146.9636,1685649288.0,POINT (146.9636 -49.6838)
-49.5919,147.4205,1685649293.0,POINT (147.4205 -49.5919)
-49.4886,147.921,1685649298.0,POINT (147.921 -49.4886)
-49.3926,148.3741,1685649303.0,POINT (148.3741 -49.3926)
-49.2848,148.8703,1685649309.0,POINT (148.8703 -49.2848)
-49.1848,149.3194,1685649314.0,POINT (149.3194 -49.1848)
-49.0726,149.8113,1685649319.0,POINT (149.8113 -49.0726)
-48.9581,150.3007,1685649325.0,POINT (150.3007 -48.9581)
-48.852,150.7437,1685649330.0,POINT (150.7437 -48.852)
-48.7332,151.2285,1685649336.0,POINT (151.2285 -48.7332)
-48.6233,151.6673,1685649341.0,POINT (151.6673 -48.6233)
-48.5002,152.1476,1685649346.0,POINT (152.1476 -48.5002)
-48.3865,152.5822,1685649351.0,POINT (152.5822 -48.3865)
-48.2592,153.0578,1685649357.0,POINT (153.0578 -48.2592)
-48.1418,153.488,1685649362.0,POINT (153.488 -48.1418)
-48.0105,153.9589,1685649367.0,POINT (153.9589 -48.0105)
-47.8893,154.3847,1685649372.0,POINT (154.3847 -47.8893)
-47.754,154.8508,1685649378.0,POINT (154.8508 -47.754)
-47.6292,155.2722,1685649383.0,POINT (155.2722 -47.6292)
-47.49,155.7332,1685649388.0,POINT (155.7332 -47.49)
-47.3616,156.1502,1685649393.0,POINT (156.1502 -47.3616)
-47.2186,156.6064,1685649399.0,POINT (156.6064 -47.2186)
-47.0868,157.0188,1685649404.0,POINT (157.0188 -47.0868)
-46.9399,157.4701,1685649409.0,POINT (157.4701 -46.9399)
-46.8046,157.8781,1685649414.0,POINT (157.8781 -46.8046)
-46.6541,158.3243,1685649420.0,POINT (158.3243 -46.6541)
-46.5155,158.7277,1685649425.0,POINT (158.7277 -46.5155)
-46.3613,159.169,1685649430.0,POINT (159.169 -46.3613)
-46.2195,159.5678,1685649435.0,POINT (159.5678 -46.2195)
-46.0617,160.0041,1685649441.0,POINT (160.0041 -46.0617)
-45.9167,160.3983,1685649446.0,POINT (160.3983 -45.9167)
-45.7555,160.8295,1685649451.0,POINT (160.8295 -45.7555)
-45.6073,161.2193,1685649456.0,POINT (161.2193 -45.6073)
-45.4426,161.6455,1685649462.0,POINT (161.6455 -45.4426)
-45.2914,162.0307,1685649467.0,POINT (162.0307 -45.2914)
-45.1234,162.4519,1685649472.0,POINT (162.4519 -45.1234)
-44.9692,162.8325,1685649477.0,POINT (162.8325 -44.9692)
-44.798,163.2487,1685649483.0,POINT (163.2487 -44.798)
-44.6408,163.6248,1685649488.0,POINT (163.6248 -44.6408)
-44.4664,164.036,1685649493.0,POINT (164.036 -44.4664)
-44.3064,164.4076,1685649498.0,POINT (164.4076 -44.3064)
-44.1288,164.8138,1685649504.0,POINT (164.8138 -44.1288)
-43.966,165.1809,1685649509.0,POINT (165.1809 -43.966)
-43.7855,165.5822,1685649514.0,POINT (165.5822 -43.7855)
-43.6199,165.9449,1685649519.0,POINT (165.9449 -43.6199)
-43.4363,166.3414,1685649525.0,POINT (166.3414 -43.4363)
-43.2681,166.6996,1685649530.0,POINT (166.6996 -43.2681)
-43.0817,167.0912,1685649535.0,POINT (167.0912 -43.0817)
-42.9108,167.4451,1685649540.0,POINT (167.4451 -42.9108)
-42.7215,167.832,1685649546.0,POINT (167.832 -42.7215)
-42.5482,168.1814,1685649551.0,POINT (168.1814 -42.5482)
-42.3561,168.5635,1685649556.0,POINT (168.5635 -42.3561)
-42.1802,168.9087,1685649561.0,POINT (168.9087 -42.1802)
-41.9855,169.286,1685649567.0,POINT (169.286 -41.9855)
-41.8072,169.6269,1685649572.0,POINT (169.6269 -41.8072)
-41.6098,169.9996,1685649577.0,POINT (169.9996 -41.6098)
-41.4111,170.3698,1685649583.0,POINT (170.3698 -41.4111)
-41.2293,170.7043,1685649588.0,POINT (170.7043 -41.2293)
-41.028,171.07,1685649593.0,POINT (171.07 -41.028)
-40.8439,171.4003,1685649598.0,POINT (171.4003 -40.8439)
-40.6401,171.7616,1685649604.0,POINT (171.7616 -40.6401)
-40.4537,172.0879,1685649609.0,POINT (172.0879 -40.4537)
-40.2664,172.4123,1685649614.0,POINT (172.4123 -40.2664)
-40.059,172.7669,1685649619.0,POINT (172.7669 -40.059)
-39.8696,173.0873,1685649624.0,POINT (173.0873 -39.8696)
-39.6599,173.4375,1685649630.0,POINT (173.4375 -39.6599)
-39.4684,173.7539,1685649635.0,POINT (173.7539 -39.4684)
-39.2565,174.0999,1685649640.0,POINT (174.0999 -39.2565)
-39.0434,174.4437,1685649646.0,POINT (174.4437 -39.0434)
-38.8487,174.7542,1685649651.0,POINT (174.7542 -38.8487)
-38.6335,175.0937,1685649656.0,POINT (175.0937 -38.6335)
